Campaign Name,Spend,Estimated Transactions,Estimated CAC
1180_8Sleep_Prospecting_Elon_No_Comment,0,0.0026290650595020026,0.0
1180_8Sleep_Prospecting_Elon_No_Comment,100,0.0017262345063300008,57929.55686687171
1180_8Sleep_Prospecting_Elon_No_Comment,200,0.0017262345063300008,115859.11373374342
1180_8Sleep_Prospecting_Elon_No_Comment,300,0.0017262345063300008,173788.67060061515
1180_8Sleep_Prospecting_Elon_No_Comment,400,0.0017262345063300008,231718.22746748684
1180_8Sleep_Prospecting_Elon_No_Comment,500,0.0017262345063300008,289647.7843343586
1180_8Sleep_Prospecting_Elon_No_Comment,600,0.0017262345063300008,347577.3412012303
1180_8Sleep_Prospecting_Elon_No_Comment,700,0.0017262345063300008,405506.898068102
1180_8Sleep_Prospecting_Elon_No_Comment,800,0.0017262345063300008,463436.4549349737
1180_8Sleep_Prospecting_Elon_No_Comment,900,0.0017262345063300008,521366.0118018454
1180_8Sleep_Prospecting_Elon_No_Comment,1000,0.0017262345063300008,579295.5686687172
1180_8Sleep_Prospecting_Elon_No_Comment,1100,0.0017262345063300008,637225.1255355888
1180_8Sleep_Prospecting_Elon_No_Comment,1200,0.0017262345063300008,695154.6824024606
1180_8Sleep_Prospecting_Elon_No_Comment,1300,0.0017262345063300008,753084.2392693323
1180_8Sleep_Prospecting_Elon_No_Comment,1400,0.0017262345063300008,811013.796136204
1180_8Sleep_Prospecting_Elon_No_Comment,1500,0.0017262345063300008,868943.3530030757
1180_8Sleep_Prospecting_Elon_No_Comment,1600,0.0017262345063300008,926872.9098699474
1180_8Sleep_Prospecting_Elon_No_Comment,1700,0.0017262345063300008,984802.4667368191
1180_8Sleep_Prospecting_Elon_No_Comment,1800,0.0017262345063300008,1042732.0236036908
1180_8Sleep_Prospecting_Elon_No_Comment,1900,0.0017262345063300008,1100661.5804705624
1180_8Sleep_Prospecting_Elon_No_Comment,2000,0.0017262345063300008,1158591.1373374343
1180_8Sleep_Prospecting_Elon_No_Comment,2100,0.0017262345063300008,1216520.694204306
1180_8Sleep_Prospecting_Elon_No_Comment,2200,0.0017262345063300008,1274450.2510711777
1180_8Sleep_Prospecting_Elon_No_Comment,2300,0.0017262345063300008,1332379.8079380493
1180_8Sleep_Prospecting_Elon_No_Comment,2400,0.0017262345063300008,1390309.3648049212
1180_8Sleep_Prospecting_Elon_No_Comment,2500,0.0017262345063300008,1448238.9216717929
1180_8Sleep_Prospecting_Elon_No_Comment,2600,0.0017262345063300008,1506168.4785386645
1180_8Sleep_Prospecting_Elon_No_Comment,2700,0.0017262345063300008,1564098.0354055362
1180_8Sleep_Prospecting_Elon_No_Comment,2800,0.0017262345063300008,1622027.592272408
1180_8Sleep_Prospecting_Elon_No_Comment,2900,0.0017262345063300008,1679957.1491392797
1180_8Sleep_Prospecting_Elon_No_Comment,3000,0.0017262345063300008,1737886.7060061514
1180_8Sleep_Prospecting_Elon_No_Comment,3100,0.0017262345063300008,1795816.262873023
1180_8Sleep_Prospecting_Elon_No_Comment,3200,0.0017262345063300008,1853745.8197398947
1180_8Sleep_Prospecting_Elon_No_Comment,3300,0.0017262345063300008,1911675.3766067666
1180_8Sleep_Prospecting_Elon_No_Comment,3400,0.0017262345063300008,1969604.9334736383
1180_8Sleep_Prospecting_Elon_No_Comment,3500,0.0017262345063300008,2027534.49034051
1180_8Sleep_Prospecting_Elon_No_Comment,3600,0.0017262345063300008,2085464.0472073816
1180_8Sleep_Prospecting_Elon_No_Comment,3700,0.0017262345063300008,2143393.6040742532
1180_8Sleep_Prospecting_Elon_No_Comment,3800,0.0017262345063300008,2201323.160941125
1180_8Sleep_Prospecting_Elon_No_Comment,3900,0.0017262345063300008,2259252.717807997
1180_8Sleep_Prospecting_Elon_No_Comment,4000,0.0017262345063300008,2317182.2746748687
1180_8Sleep_Prospecting_Elon_No_Comment,4100,0.0017262345063300008,2375111.8315417403
1180_8Sleep_Prospecting_Elon_No_Comment,4200,0.0017262345063300008,2433041.388408612
1180_8Sleep_Prospecting_Elon_No_Comment,4300,0.0017262345063300008,2490970.9452754837
1180_8Sleep_Prospecting_Elon_No_Comment,4400,0.0017262345063300008,2548900.5021423553
1180_8Sleep_Prospecting_Elon_No_Comment,4500,0.0017262345063300008,2606830.059009227
1180_8Sleep_Prospecting_Elon_No_Comment,4600,0.0017262345063300008,2664759.6158760986
1180_8Sleep_Prospecting_Elon_No_Comment,4700,0.0017262345063300008,2722689.1727429703
1180_8Sleep_Prospecting_Elon_No_Comment,4800,0.0017262345063300008,2780618.7296098424
1180_8Sleep_Prospecting_Elon_No_Comment,4900,0.0017262345063300008,2838548.286476714
1180_8Sleep_Prospecting_Elon_No_Comment,5000,0.0017262345063300008,2896477.8433435857
ASC Creative Testing Campaign,0,0.7563390017980001,0.0
ASC Creative Testing Campaign,100,0.7568446360320001,132.1275136787412
ASC Creative Testing Campaign,200,0.738637340274,270.76887275399497
ASC Creative Testing Campaign,300,0.7528501400680002,398.48567999589255
ASC Creative Testing Campaign,400,0.7224572980140003,553.6659413637047
ASC Creative Testing Campaign,500,0.6717563253180002,744.3175168664126
ASC Creative Testing Campaign,600,0.7521494937540002,797.7137590100372
ASC Creative Testing Campaign,700,0.7567478209520001,925.0109225546095
ASC Creative Testing Campaign,800,0.7567478209520001,1057.1553400624107
ASC Creative Testing Campaign,900,0.7567478209520001,1189.299757570212
ASC Creative Testing Campaign,1000,0.7567478209520001,1321.4441750780134
ASC Creative Testing Campaign,1100,0.7567478209520001,1453.5885925858147
ASC Creative Testing Campaign,1200,0.7567478209520001,1585.733010093616
ASC Creative Testing Campaign,1300,0.7567478209520001,1717.8774276014176
ASC Creative Testing Campaign,1400,0.7567478209520001,1850.021845109219
ASC Creative Testing Campaign,1500,0.7567478209520001,1982.1662626170203
ASC Creative Testing Campaign,1600,0.7567478209520001,2114.3106801248214
ASC Creative Testing Campaign,1700,0.7567478209520001,2246.4550976326227
ASC Creative Testing Campaign,1800,0.7567478209520001,2378.599515140424
ASC Creative Testing Campaign,1900,0.7567478209520001,2510.7439326482254
ASC Creative Testing Campaign,2000,0.7567478209520001,2642.8883501560267
ASC Creative Testing Campaign,2100,0.7567478209520001,2775.032767663828
ASC Creative Testing Campaign,2200,0.7567478209520001,2907.1771851716294
ASC Creative Testing Campaign,2300,0.7567478209520001,3039.3216026794307
ASC Creative Testing Campaign,2400,0.7567478209520001,3171.466020187232
ASC Creative Testing Campaign,2500,0.7567478209520001,3303.6104376950334
ASC Creative Testing Campaign,2600,0.7567478209520001,3435.754855202835
ASC Creative Testing Campaign,2700,0.7567478209520001,3567.8992727106365
ASC Creative Testing Campaign,2800,0.7567478209520001,3700.043690218438
ASC Creative Testing Campaign,2900,0.7567478209520001,3832.188107726239
ASC Creative Testing Campaign,3000,0.7567478209520001,3964.3325252340405
ASC Creative Testing Campaign,3100,0.7567478209520001,4096.476942741841
ASC Creative Testing Campaign,3200,0.7567478209520001,4228.621360249643
ASC Creative Testing Campaign,3300,0.7567478209520001,4360.765777757444
ASC Creative Testing Campaign,3400,0.7567478209520001,4492.910195265245
ASC Creative Testing Campaign,3500,0.7567478209520001,4625.054612773047
ASC Creative Testing Campaign,3600,0.7567478209520001,4757.199030280848
ASC Creative Testing Campaign,3700,0.7567478209520001,4889.343447788649
ASC Creative Testing Campaign,3800,0.7567478209520001,5021.487865296451
ASC Creative Testing Campaign,3900,0.7567478209520001,5153.632282804252
ASC Creative Testing Campaign,4000,0.7567478209520001,5285.776700312053
ASC Creative Testing Campaign,4100,0.7567478209520001,5417.921117819855
ASC Creative Testing Campaign,4200,0.7567478209520001,5550.065535327656
ASC Creative Testing Campaign,4300,0.7567478209520001,5682.209952835457
ASC Creative Testing Campaign,4400,0.7567478209520001,5814.354370343259
ASC Creative Testing Campaign,4500,0.7567478209520001,5946.49878785106
ASC Creative Testing Campaign,4600,0.7567478209520001,6078.643205358861
ASC Creative Testing Campaign,4700,0.7567478209520001,6210.787622866663
ASC Creative Testing Campaign,4800,0.7567478209520001,6342.932040374464
ASC Creative Testing Campaign,4900,0.7567478209520001,6475.0764578822655
ASC Creative Testing Campaign,5000,0.7567478209520001,6607.220875390067
Advantage+ shopping campaign CELL C Campaign,0,1.4042727288839996,0.0
Advantage+ shopping campaign CELL C Campaign,100,1.4042727288839996,71.21123834646548
Advantage+ shopping campaign CELL C Campaign,200,1.4042727288839996,142.42247669293096
Advantage+ shopping campaign CELL C Campaign,300,1.3762352049939992,217.985994626048
Advantage+ shopping campaign CELL C Campaign,400,1.3762352049939992,290.6479928347307
Advantage+ shopping campaign CELL C Campaign,500,1.3762352049939992,363.30999104341333
Advantage+ shopping campaign CELL C Campaign,600,1.3895216964259993,431.8032611820781
Advantage+ shopping campaign CELL C Campaign,700,1.4156902602379993,494.45844169495047
Advantage+ shopping campaign CELL C Campaign,800,1.455051489189999,549.8087221953538
Advantage+ shopping campaign CELL C Campaign,900,1.550309126003999,580.5293827559385
Advantage+ shopping campaign CELL C Campaign,1000,1.550309126003999,645.0326475065983
Advantage+ shopping campaign CELL C Campaign,1100,3.3060285510300007,332.72549919670007
Advantage+ shopping campaign CELL C Campaign,1200,3.195117484630001,375.5730441126367
Advantage+ shopping campaign CELL C Campaign,1300,3.292936506510001,394.78441124812247
Advantage+ shopping campaign CELL C Campaign,1400,3.4728764265000005,403.1240470628936
Advantage+ shopping campaign CELL C Campaign,1500,3.4728764265000005,431.9186218531003
Advantage+ shopping campaign CELL C Campaign,1600,3.4728764265000005,460.713196643307
Advantage+ shopping campaign CELL C Campaign,1700,2.037942030583999,834.17485604968
Advantage+ shopping campaign CELL C Campaign,1800,2.1063147849879993,854.5731211824806
Advantage+ shopping campaign CELL C Campaign,1900,2.1632163258639987,878.321773593832
Advantage+ shopping campaign CELL C Campaign,2000,2.1388720871959985,935.0722803727567
Advantage+ shopping campaign CELL C Campaign,2100,2.2040330341399983,952.7987863482311
Advantage+ shopping campaign CELL C Campaign,2200,2.2867331837799987,962.0711395648583
Advantage+ shopping campaign CELL C Campaign,2300,3.40211977216,676.049097042734
Advantage+ shopping campaign CELL C Campaign,2400,2.7881543397240005,860.7844859254011
Advantage+ shopping campaign CELL C Campaign,2500,2.6933678831359997,928.2059148522802
Advantage+ shopping campaign CELL C Campaign,2600,2.7451656253680006,947.1195384254673
Advantage+ shopping campaign CELL C Campaign,2700,2.7458249271480004,983.3110528297238
Advantage+ shopping campaign CELL C Campaign,2800,2.681941144128,1044.0199279281296
Advantage+ shopping campaign CELL C Campaign,2900,2.676020716308,1083.698635936203
Advantage+ shopping campaign CELL C Campaign,3000,2.5892117912799995,1158.6537687274024
Advantage+ shopping campaign CELL C Campaign,3100,2.4938501275279994,1243.0578589230781
Advantage+ shopping campaign CELL C Campaign,3200,2.481976588987999,1289.2949974619896
Advantage+ shopping campaign CELL C Campaign,3300,2.5637295021799993,1287.187278218678
Advantage+ shopping campaign CELL C Campaign,3400,3.6261309683639995,937.638499453862
Advantage+ shopping campaign CELL C Campaign,3500,2.5720844360919997,1360.7640367039685
Advantage+ shopping campaign CELL C Campaign,3600,3.495789357124,1029.810332439977
Advantage+ shopping campaign CELL C Campaign,3700,3.495789357124,1058.4161750077542
Advantage+ shopping campaign CELL C Campaign,3800,3.495789357124,1087.0220175755312
Advantage+ shopping campaign CELL C Campaign,3900,3.495789357124,1115.6278601433085
Advantage+ shopping campaign CELL C Campaign,4000,3.495789357124,1144.2337027110857
Advantage+ shopping campaign CELL C Campaign,4100,3.495789357124,1172.8395452788627
Advantage+ shopping campaign CELL C Campaign,4200,3.495789357124,1201.44538784664
Advantage+ shopping campaign CELL C Campaign,4300,3.495789357124,1230.051230414417
Advantage+ shopping campaign CELL C Campaign,4400,3.495789357124,1258.6570729821942
Advantage+ shopping campaign CELL C Campaign,4500,3.495789357124,1287.2629155499712
Advantage+ shopping campaign CELL C Campaign,4600,3.495789357124,1315.8687581177485
Advantage+ shopping campaign CELL C Campaign,4700,3.495789357124,1344.4746006855255
Advantage+ shopping campaign CELL C Campaign,4800,3.495789357124,1373.0804432533027
Advantage+ shopping campaign CELL C Campaign,4900,3.495789357124,1401.6862858210798
Advantage+ shopping campaign CELL C Campaign,5000,3.495789357124,1430.292128388857
Blended Acquisition,0,0.9853917856865002,0.0
Blended Acquisition,100,1.0033563097040001,99.66549174290932
Blended Acquisition,200,0.9987705037860001,200.2462019471619
Blended Acquisition,300,0.9454139834225002,317.3213060737348
Blended Acquisition,400,0.9822370699480003,407.233663071967
Blended Acquisition,500,0.7099357581913667,704.2890771889005
Blended Acquisition,600,1.2125393392254107,494.8293062254702
Blended Acquisition,700,1.1583237982454109,604.321521374538
Blended Acquisition,800,1.1966424218734109,668.5372216267873
Blended Acquisition,900,1.4385101618605833,625.6473008407053
Blended Acquisition,1000,2.4262582787787297,412.1572747413171
Blended Acquisition,1100,2.4262582787787297,453.3730022154488
Blended Acquisition,1200,2.41577471554314,496.73506071537935
Blended Acquisition,1300,2.3713790829441397,548.2042113595817
Blended Acquisition,1400,3.650314696217864,383.528576714374
Blended Acquisition,1500,3.8857225397902324,386.02859175863244
Blended Acquisition,1600,3.5186840893278055,454.7154445756616
Blended Acquisition,1700,3.856537785071623,440.80989082502344
Blended Acquisition,1800,2.891530491486374,622.5077014749793
Blended Acquisition,1900,2.936312929750256,647.0699974616132
Blended Acquisition,2000,2.062277774893103,969.8014614465159
Blended Acquisition,2100,3.9797846177827836,527.6667462396373
Blended Acquisition,2200,2.724431676005389,807.507862786884
Blended Acquisition,2300,4.416735165562895,520.7466406256383
Blended Acquisition,2400,5.1516633807491745,465.8689480699305
Blended Acquisition,2500,4.451815594378972,561.568633515861
Blended Acquisition,2600,4.861650557437773,534.7977953747201
Blended Acquisition,2700,5.4370283705753994,496.5947970056775
Blended Acquisition,2800,5.239905779625279,534.3607533722173
Blended Acquisition,2900,4.72609056899964,613.6149863530516
Blended Acquisition,3000,4.8539112644033855,618.0582702450253
Blended Acquisition,3100,6.131177237391381,505.6125243117177
Blended Acquisition,3200,6.267361521911095,510.5816839849746
Blended Acquisition,3300,6.352215817573676,519.5037597542592
Blended Acquisition,3400,6.347550038993258,535.6397317254156
Blended Acquisition,3500,5.650262325244439,619.4402664036637
Blended Acquisition,3600,5.315750237547004,677.2327214645903
Blended Acquisition,3700,5.727930802674879,645.9575241851982
Blended Acquisition,3800,5.54350272646564,685.4871707482245
Blended Acquisition,3900,5.276287823404345,739.156037451281
Blended Acquisition,4000,5.37955757189101,743.5555706106011
Blended Acquisition,4100,5.403608912184257,758.7521722297794
Blended Acquisition,4200,5.666809592128037,741.1577770028424
Blended Acquisition,4300,5.4494755700707485,789.066754169186
Blended Acquisition,4400,5.03610983380675,873.6902381404338
Blended Acquisition,4500,5.4172637929082486,830.6776579517799
Blended Acquisition,4600,5.18023984714063,887.9897718517979
Blended Acquisition,4700,5.161061849823825,910.6653120540373
Blended Acquisition,4800,5.036770656524586,952.9915748262479
Blended Acquisition,4900,5.228570153405781,937.1586985034986
Blended Acquisition,5000,5.239431972485781,954.3019217077102
Blended Acquisition - France:Italy,0,2.5263248815379997,0.0
Blended Acquisition - France:Italy,100,2.5263248815379997,39.583190875720256
Blended Acquisition - France:Italy,200,2.4877459872179997,80.39405993521721
Blended Acquisition - France:Italy,300,2.4877459872179997,120.59108990282583
Blended Acquisition - France:Italy,400,2.4877459872179997,160.78811987043443
Blended Acquisition - France:Italy,500,2.5456161728499995,196.41609969825663
Blended Acquisition - France:Italy,600,2.3407308389899995,256.3301982464988
Blended Acquisition - France:Italy,700,2.4179029187199994,289.507074324791
Blended Acquisition - France:Italy,800,2.3833717871899993,335.6589199804206
Blended Acquisition - France:Italy,900,2.3162580833199993,388.5577373614552
Blended Acquisition - France:Italy,1000,2.8206635897,354.5265034978375
Blended Acquisition - France:Italy,1100,2.763635345538,398.0264624187826
Blended Acquisition - France:Italy,1200,2.514894953758,477.15710678366247
Blended Acquisition - France:Italy,1300,2.589808446738,501.96762684800814
Blended Acquisition - France:Italy,1400,3.3764658475500005,414.63472850343055
Blended Acquisition - France:Italy,1500,3.4001088554100005,441.162346203508
Blended Acquisition - France:Italy,1600,4.645231262849999,344.4392559733072
Blended Acquisition - France:Italy,1700,4.6095873332499995,368.79657051673894
Blended Acquisition - France:Italy,1800,5.311100237369999,338.9128277668021
Blended Acquisition - France:Italy,1900,6.159477064739998,308.46774491240063
Blended Acquisition - France:Italy,2000,6.129439690667998,326.2940987974769
Blended Acquisition - France:Italy,2100,6.555193688667994,320.3566667496467
Blended Acquisition - France:Italy,2200,6.555193688667994,335.6117461186775
Blended Acquisition - France:Italy,2300,6.470071955987994,355.4829089452971
Blended Acquisition - France:Italy,2400,6.470071955987994,370.9386875950926
Blended Acquisition - France:Italy,2500,6.470071955987994,386.3944662448881
Blended Acquisition - France:Italy,2600,6.470071955987994,401.8502448946836
Blended Acquisition - France:Italy,2700,6.470071955987994,417.30602354447916
Blended Acquisition - France:Italy,2800,6.470071955987994,432.7618021942747
Blended Acquisition - France:Italy,2900,6.470071955987994,448.2175808440702
Blended Acquisition - France:Italy,3000,6.470071955987994,463.67335949386575
Blended Acquisition - France:Italy,3100,6.470071955987994,479.12913814366124
Blended Acquisition - France:Italy,3200,6.470071955987994,494.5849167934568
Blended Acquisition - France:Italy,3300,6.470071955987994,510.04069544325233
Blended Acquisition - France:Italy,3400,6.470071955987994,525.4964740930478
Blended Acquisition - France:Italy,3500,6.470071955987994,540.9522527428434
Blended Acquisition - France:Italy,3600,6.470071955987994,556.4080313926389
Blended Acquisition - France:Italy,3700,6.470071955987994,571.8638100424345
Blended Acquisition - France:Italy,3800,6.470071955987994,587.3195886922299
Blended Acquisition - France:Italy,3900,6.470071955987994,602.7753673420254
Blended Acquisition - France:Italy,4000,6.470071955987994,618.231145991821
Blended Acquisition - France:Italy,4100,6.470071955987994,633.6869246416165
Blended Acquisition - France:Italy,4200,6.470071955987994,649.1427032914121
Blended Acquisition - France:Italy,4300,6.470071955987994,664.5984819412075
Blended Acquisition - France:Italy,4400,6.470071955987994,680.0542605910031
Blended Acquisition - France:Italy,4500,6.470071955987994,695.5100392407986
Blended Acquisition - France:Italy,4600,6.470071955987994,710.9658178905942
Blended Acquisition - France:Italy,4700,6.470071955987994,726.4215965403896
Blended Acquisition - France:Italy,4800,6.470071955987994,741.8773751901851
Blended Acquisition - France:Italy,4900,6.470071955987994,757.3331538399807
Blended Acquisition - France:Italy,5000,6.470071955987994,772.7889324897762
Character_8Sleep_ASC_Prospecting,0,2.8292202753287707,0.0
Character_8Sleep_ASC_Prospecting,100,2.8258655759087703,35.387387444231486
Character_8Sleep_ASC_Prospecting,200,2.7031896812567697,73.98666892920951
Character_8Sleep_ASC_Prospecting,300,2.554994635388936,117.4170762806053
Character_8Sleep_ASC_Prospecting,400,2.605682310027602,153.51065571603115
Character_8Sleep_ASC_Prospecting,500,2.6607293080589356,187.9184021033548
Character_8Sleep_ASC_Prospecting,600,2.470655054728079,242.8505747298812
Character_8Sleep_ASC_Prospecting,700,2.2036113116539204,317.6603769902665
Character_8Sleep_ASC_Prospecting,800,2.139322947452514,373.9500859150941
Character_8Sleep_ASC_Prospecting,900,2.150311884299349,418.54393614778036
Character_8Sleep_ASC_Prospecting,1000,2.8439302217776343,351.6260674549664
Character_8Sleep_ASC_Prospecting,1100,2.2553928323987407,487.7199147742641
Character_8Sleep_ASC_Prospecting,1200,3.097706781169127,387.3833402485886
Character_8Sleep_ASC_Prospecting,1300,2.537107875846967,512.3944521145041
Character_8Sleep_ASC_Prospecting,1400,3.0458171488135,459.6467652516077
Character_8Sleep_ASC_Prospecting,1500,2.617045608072703,573.16540276295
Character_8Sleep_ASC_Prospecting,1600,3.0719375528128925,520.8439209758421
Character_8Sleep_ASC_Prospecting,1700,3.1111367997145436,546.4240595771874
Character_8Sleep_ASC_Prospecting,1800,2.956093403283635,608.9117475112782
Character_8Sleep_ASC_Prospecting,1900,2.909328356176244,653.0716946976679
Character_8Sleep_ASC_Prospecting,2000,2.6998218340718085,740.7896235077285
Character_8Sleep_ASC_Prospecting,2100,2.8239618658622927,743.6361040798856
Character_8Sleep_ASC_Prospecting,2200,2.8961667220475333,759.6247768652776
Character_8Sleep_ASC_Prospecting,2300,2.7943061782881675,823.1023564529401
Character_8Sleep_ASC_Prospecting,2400,4.378823470194836,548.092430840381
Character_8Sleep_ASC_Prospecting,2500,4.447629047136833,562.0972373155487
Character_8Sleep_ASC_Prospecting,2600,4.470549441866834,581.5839940502435
Character_8Sleep_ASC_Prospecting,2700,4.425648845666834,610.0800343984765
Character_8Sleep_ASC_Prospecting,2800,4.643031081076001,603.054330480836
Character_8Sleep_ASC_Prospecting,2900,4.467323121135999,649.1583262198765
Character_8Sleep_ASC_Prospecting,3000,4.40355663212,681.2674959412781
Character_8Sleep_ASC_Prospecting,3100,4.374461982939999,708.6585760922637
Character_8Sleep_ASC_Prospecting,3200,4.381632870319999,730.3213424556718
Character_8Sleep_ASC_Prospecting,3300,4.1598439371,793.2989914762445
Character_8Sleep_ASC_Prospecting,3400,4.1752081116,814.3306654712047
Character_8Sleep_ASC_Prospecting,3500,4.1752081116,838.2815673968285
Character_8Sleep_ASC_Prospecting,3600,4.1752081116,862.2324693224521
Character_8Sleep_ASC_Prospecting,3700,4.1752081116,886.1833712480758
Character_8Sleep_ASC_Prospecting,3800,4.1752081116,910.1342731736994
Character_8Sleep_ASC_Prospecting,3900,4.1752081116,934.0851750993231
Character_8Sleep_ASC_Prospecting,4000,4.1752081116,958.0360770249467
Character_8Sleep_ASC_Prospecting,4100,4.1752081116,981.9869789505705
Character_8Sleep_ASC_Prospecting,4200,4.1752081116,1005.9378808761941
Character_8Sleep_ASC_Prospecting,4300,4.1752081116,1029.8887828018178
Character_8Sleep_ASC_Prospecting,4400,4.1752081116,1053.8396847274414
Character_8Sleep_ASC_Prospecting,4500,4.1752081116,1077.790586653065
Character_8Sleep_ASC_Prospecting,4600,4.1752081116,1101.7414885786889
Character_8Sleep_ASC_Prospecting,4700,4.1752081116,1125.6923905043125
Character_8Sleep_ASC_Prospecting,4800,4.1752081116,1149.643292429936
Character_8Sleep_ASC_Prospecting,4900,4.1752081116,1173.5941943555597
Character_8Sleep_ASC_Prospecting,5000,4.1752081116,1197.5450962811835
Character_8Sleep_ASC_Prospecting_EDU,0,1.6892960542788,0.0
Character_8Sleep_ASC_Prospecting_EDU,100,1.6834812330588003,59.40072157401188
Character_8Sleep_ASC_Prospecting_EDU,200,1.7366846092088002,115.16195798563339
Character_8Sleep_ASC_Prospecting_EDU,300,1.8185890640234672,164.9630507159636
Character_8Sleep_ASC_Prospecting_EDU,400,1.9943209062214668,200.56952657526847
Character_8Sleep_ASC_Prospecting_EDU,500,2.1596767678934667,231.5161265950443
Character_8Sleep_ASC_Prospecting_EDU,600,2.7462657959974672,218.4784884531087
Character_8Sleep_ASC_Prospecting_EDU,700,2.982617182111467,234.69320977506507
Character_8Sleep_ASC_Prospecting_EDU,800,1.81842987952904,439.93997734308795
Character_8Sleep_ASC_Prospecting_EDU,900,2.9538779380992524,304.684221508194
Character_8Sleep_ASC_Prospecting_EDU,1000,2.7766646305298686,360.1443217178053
Character_8Sleep_ASC_Prospecting_EDU,1100,3.316251113199377,331.6998509617588
Character_8Sleep_ASC_Prospecting_EDU,1200,3.61828293162951,331.6490232176439
Character_8Sleep_ASC_Prospecting_EDU,1300,3.6874437632236425,352.5477494641199
Character_8Sleep_ASC_Prospecting_EDU,1400,3.2681687380312576,428.3744543873701
Character_8Sleep_ASC_Prospecting_EDU,1500,2.413021459729188,621.6272938444336
Character_8Sleep_ASC_Prospecting_EDU,1600,2.850236527291071,561.3569206204356
Character_8Sleep_ASC_Prospecting_EDU,1700,3.2673455726351524,520.3000301645259
Character_8Sleep_ASC_Prospecting_EDU,1800,3.70495390682794,485.83600370378184
Character_8Sleep_ASC_Prospecting_EDU,1900,4.213030265418754,450.9818065147817
Character_8Sleep_ASC_Prospecting_EDU,2000,3.6432434070327644,548.9613996526513
Character_8Sleep_ASC_Prospecting_EDU,2100,3.0738963936653625,683.1720172246687
Character_8Sleep_ASC_Prospecting_EDU,2200,3.077997888299886,714.7503279201914
Character_8Sleep_ASC_Prospecting_EDU,2300,3.0242225566598866,760.5260383151971
Character_8Sleep_ASC_Prospecting_EDU,2400,2.982972277157533,804.5666459518537
Character_8Sleep_ASC_Prospecting_EDU,2500,2.948685639302078,847.8353767788291
Character_8Sleep_ASC_Prospecting_EDU,2600,3.053756379215412,851.4104195397559
Character_8Sleep_ASC_Prospecting_EDU,2700,3.7258483349951166,724.6671783819506
Character_8Sleep_ASC_Prospecting_EDU,2800,4.1631281426751165,672.5711782200376
Character_8Sleep_ASC_Prospecting_EDU,2900,4.283211415615116,677.0620729641308
Character_8Sleep_ASC_Prospecting_EDU,3000,4.523427393302545,663.2139170492369
Character_8Sleep_ASC_Prospecting_EDU,3100,4.4275093244225445,700.1679212509204
Character_8Sleep_ASC_Prospecting_EDU,3200,4.440707337142545,720.6059208709528
Character_8Sleep_ASC_Prospecting_EDU,3300,4.500573894762544,733.2398216681457
Character_8Sleep_ASC_Prospecting_EDU,3400,4.563870753082545,744.9816578840582
Character_8Sleep_ASC_Prospecting_EDU,3500,4.820331403767999,726.091155737568
Character_8Sleep_ASC_Prospecting_EDU,3600,4.707845831448,764.6809451474204
Character_8Sleep_ASC_Prospecting_EDU,3700,4.755952034367999,777.9725222758012
Character_8Sleep_ASC_Prospecting_EDU,3800,4.755952034367999,798.9988066616337
